r_square,axis,movement,sourceSessionIndex,targetSessionIndex,normalizedMethod,model
0.82034,y,velocity,4,24,None,DeepDomainConfusionModel
0.7202281,x,velocity,4,25,None,DeepDomainConfusionModel
0.8193003,y,velocity,4,25,None,DeepDomainConfusionModel
0.77130103,x,velocity,4,26,None,DeepDomainConfusionModel
0.8243279,y,velocity,4,26,None,DeepDomainConfusionModel
0.75861055,x,velocity,4,27,None,DeepDomainConfusionModel
0.8208995,y,velocity,4,27,None,DeepDomainConfusionModel
0.69361436,x,velocity,4,28,None,DeepDomainConfusionModel
0.77574193,y,velocity,4,28,None,DeepDomainConfusionModel
0.5354762,x,velocity,4,29,None,DeepDomainConfusionModel
0.65951884,y,velocity,4,29,None,DeepDomainConfusionModel
0.732304,x,velocity,4,30,None,DeepDomainConfusionModel
0.84126484,y,velocity,4,30,None,DeepDomainConfusionModel
0.6795773,x,velocity,4,31,None,DeepDomainConfusionModel
0.83269584,y,velocity,4,31,None,DeepDomainConfusionModel
0.61184466,x,velocity,4,32,None,DeepDomainConfusionModel
0.7290674,y,velocity,4,32,None,DeepDomainConfusionModel
0.72977734,x,velocity,4,33,None,DeepDomainConfusionModel
0.7712101,y,velocity,4,33,None,DeepDomainConfusionModel
0.7826457,x,velocity,4,34,None,DeepDomainConfusionModel
0.836135,y,velocity,4,34,None,DeepDomainConfusionModel
0.7368603,x,velocity,4,35,None,DeepDomainConfusionModel
0.7698029,y,velocity,4,35,None,DeepDomainConfusionModel
0.7327961,x,velocity,4,36,None,DeepDomainConfusionModel
0.7279831,y,velocity,4,36,None,DeepDomainConfusionModel
0.67818135,x,velocity,5,0,None,DeepDomainConfusionModel
0.722309,y,velocity,5,0,None,DeepDomainConfusionModel
0.7509874,x,velocity,5,1,None,DeepDomainConfusionModel
0.76485234,y,velocity,5,1,None,DeepDomainConfusionModel
0.74391186,x,velocity,5,2,None,DeepDomainConfusionModel
0.75646186,y,velocity,5,2,None,DeepDomainConfusionModel
0.67154324,x,velocity,5,3,None,DeepDomainConfusionModel
0.7556329,y,velocity,5,3,None,DeepDomainConfusionModel
0.7788787,x,velocity,5,4,None,DeepDomainConfusionModel
0.7277894,y,velocity,5,4,None,DeepDomainConfusionModel
0.7468325,x,velocity,5,6,None,DeepDomainConfusionModel
0.7132827,y,velocity,5,6,None,DeepDomainConfusionModel
0.6654154,x,velocity,5,7,None,DeepDomainConfusionModel
0.58492005,y,velocity,5,7,None,DeepDomainConfusionModel
0.6496757,x,velocity,5,8,None,DeepDomainConfusionModel
0.7685498,y,velocity,5,8,None,DeepDomainConfusionModel
0.6086415,x,velocity,5,9,None,DeepDomainConfusionModel
0.7943969,y,velocity,5,9,None,DeepDomainConfusionModel
0.50610524,x,velocity,5,10,None,DeepDomainConfusionModel
0.71371615,y,velocity,5,10,None,DeepDomainConfusionModel
0.74580055,x,velocity,5,11,None,DeepDomainConfusionModel
0.80219096,y,velocity,5,11,None,DeepDomainConfusionModel
0.76336336,x,velocity,5,12,None,DeepDomainConfusionModel
0.8349341,y,velocity,5,12,None,DeepDomainConfusionModel
0.74539626,x,velocity,5,13,None,DeepDomainConfusionModel
0.86045355,y,velocity,5,13,None,DeepDomainConfusionModel
0.8091847,x,velocity,5,14,None,DeepDomainConfusionModel
0.85286444,y,velocity,5,14,None,DeepDomainConfusionModel
0.71620315,x,velocity,5,15,None,DeepDomainConfusionModel
0.776081,y,velocity,5,15,None,DeepDomainConfusionModel
0.733235,x,velocity,5,16,None,DeepDomainConfusionModel
0.7604728,y,velocity,5,16,None,DeepDomainConfusionModel
0.7133362,x,velocity,5,17,None,DeepDomainConfusionModel
0.821469,y,velocity,5,17,None,DeepDomainConfusionModel
0.6490555,x,velocity,5,18,None,DeepDomainConfusionModel
0.8049676,y,velocity,5,18,None,DeepDomainConfusionModel
0.6919898,x,velocity,5,19,None,DeepDomainConfusionModel
0.8139258,y,velocity,5,19,None,DeepDomainConfusionModel
0.71434444,x,velocity,5,20,None,DeepDomainConfusionModel
0.81127554,y,velocity,5,20,None,DeepDomainConfusionModel
0.72133183,x,velocity,5,21,None,DeepDomainConfusionModel
0.7808854,y,velocity,5,21,None,DeepDomainConfusionModel
0.714273,x,velocity,5,22,None,DeepDomainConfusionModel
0.8096162,y,velocity,5,22,None,DeepDomainConfusionModel
0.72986495,x,velocity,5,23,None,DeepDomainConfusionModel
0.8042057,y,velocity,5,23,None,DeepDomainConfusionModel
0.7712431,x,velocity,5,24,None,DeepDomainConfusionModel
0.8442767,y,velocity,5,24,None,DeepDomainConfusionModel
0.71941495,x,velocity,5,25,None,DeepDomainConfusionModel
0.79703546,y,velocity,5,25,None,DeepDomainConfusionModel
0.7465881,x,velocity,5,26,None,DeepDomainConfusionModel
0.83663213,y,velocity,5,26,None,DeepDomainConfusionModel
0.7927445,x,velocity,5,27,None,DeepDomainConfusionModel
0.83317256,y,velocity,5,27,None,DeepDomainConfusionModel
0.71886945,x,velocity,5,28,None,DeepDomainConfusionModel
0.8001082,y,velocity,5,28,None,DeepDomainConfusionModel
0.6049808,x,velocity,5,29,None,DeepDomainConfusionModel
0.67713106,y,velocity,5,29,None,DeepDomainConfusionModel
0.7267269,x,velocity,5,30,None,DeepDomainConfusionModel
0.82118785,y,velocity,5,30,None,DeepDomainConfusionModel
0.7025099,x,velocity,5,31,None,DeepDomainConfusionModel
0.8390804,y,velocity,5,31,None,DeepDomainConfusionModel
0.61201847,x,velocity,5,32,None,DeepDomainConfusionModel
0.7383561,y,velocity,5,32,None,DeepDomainConfusionModel
0.74235356,x,velocity,5,33,None,DeepDomainConfusionModel
0.79521793,y,velocity,5,33,None,DeepDomainConfusionModel
0.78403354,x,velocity,5,34,None,DeepDomainConfusionModel
0.85382557,y,velocity,5,34,None,DeepDomainConfusionModel
0.7237419,x,velocity,5,35,None,DeepDomainConfusionModel
0.78380686,y,velocity,5,35,None,DeepDomainConfusionModel
0.7299466,x,velocity,5,36,None,DeepDomainConfusionModel
0.7462322,y,velocity,5,36,None,DeepDomainConfusionModel
0.67849517,x,velocity,6,0,None,DeepDomainConfusionModel
0.713004,y,velocity,6,0,None,DeepDomainConfusionModel
0.7665191,x,velocity,6,1,None,DeepDomainConfusionModel
0.7815016,y,velocity,6,1,None,DeepDomainConfusionModel
0.76068914,x,velocity,6,2,None,DeepDomainConfusionModel
0.78259814,y,velocity,6,2,None,DeepDomainConfusionModel
0.731535,x,velocity,6,3,None,DeepDomainConfusionModel
0.75861466,y,velocity,6,3,None,DeepDomainConfusionModel
0.77318996,x,velocity,6,4,None,DeepDomainConfusionModel
0.69942164,y,velocity,6,4,None,DeepDomainConfusionModel
0.73921525,x,velocity,6,5,None,DeepDomainConfusionModel
